chr	start	end	pre.level	pos.level	group	Cell
chr17	13020000	13040000	2	3	raise	late2cell-8cell
chr17	13180000	13200000	1	2	raise	late2cell-8cell
chr17	13840000	13860000	1	2	raise	late2cell-8cell
chr17	14240000	14260000	1	2	raise	late2cell-8cell
chr17	17760000	17780000	1	2	raise	late2cell-8cell
chr17	25840000	25860000	4	3	reduce	late2cell-8cell
chr17	27040000	27060000	1	3	raise	late2cell-8cell
chr17	27660000	27680000	1	3	raise	late2cell-8cell
chr17	28100000	28120000	1	2	raise	late2cell-8cell
chr17	29540000	29560000	1	2	raise	late2cell-8cell
chr17	29900000	29920000	1	5	raise	late2cell-8cell
chr17	31220000	31240000	2	3	raise	late2cell-8cell
chr17	31340000	31360000	4	2	reduce	late2cell-8cell
chr17	31500000	31520000	2	1	reduce	late2cell-8cell
chr17	35260000	35280000	1	3	raise	late2cell-8cell
chr17	38600000	38620000	2	3	raise	late2cell-8cell
chr17	40960000	40980000	1	2	raise	late2cell-8cell
chr17	42800000	42820000	1	2	raise	late2cell-8cell
chr17	43260000	43280000	3	2	reduce	late2cell-8cell
chr17	48040000	48060000	1	2	raise	late2cell-8cell
chr17	49940000	49960000	4	2	reduce	late2cell-8cell
chr17	53400000	53420000	3	1	reduce	late2cell-8cell
chr17	67860000	67880000	1	3	raise	late2cell-8cell
chr17	68180000	68200000	1	2	raise	late2cell-8cell
chr17	68880000	68900000	2	1	reduce	late2cell-8cell
chr17	70440000	70460000	1	2	raise	late2cell-8cell
chr17	71380000	71400000	3	2	reduce	late2cell-8cell
chr17	71680000	71700000	2	1	reduce	late2cell-8cell
chr17	72800000	72820000	2	1	reduce	late2cell-8cell
chr17	74180000	74200000	1	2	raise	late2cell-8cell
chr17	79120000	79140000	2	1	reduce	late2cell-8cell
chr17	80020000	80040000	1	3	raise	late2cell-8cell
chr17	82520000	82540000	1	2	raise	late2cell-8cell
chr17	82800000	82820000	2	1	reduce	late2cell-8cell
chr17	83280000	83300000	2	1	reduce	late2cell-8cell
chr17	84700000	84720000	1	2	raise	late2cell-8cell
chr17	84840000	84860000	2	1	reduce	late2cell-8cell
chr17	85660000	85680000	1	2	raise	late2cell-8cell
chr17	87600000	87620000	2	1	reduce	late2cell-8cell
chr18	3500000	3520000	2	1	reduce	late2cell-8cell
chr18	6200000	6220000	1	2	raise	late2cell-8cell
chr18	9460000	9480000	1	2	raise	late2cell-8cell
chr18	11340000	11360000	2	1	reduce	late2cell-8cell
chr18	11760000	11780000	1	2	raise	late2cell-8cell
chr18	12180000	12200000	1	3	raise	late2cell-8cell
chr18	12460000	12480000	2	1	reduce	late2cell-8cell
chr18	12740000	12760000	1	3	raise	late2cell-8cell
chr18	14520000	14540000	1	2	raise	late2cell-8cell
chr18	14900000	14920000	2	1	reduce	late2cell-8cell
chr18	21440000	21460000	2	1	reduce	late2cell-8cell
chr18	24480000	24500000	3	1	reduce	late2cell-8cell
chr18	25760000	25780000	2	1	reduce	late2cell-8cell
chr18	32440000	32460000	5	4	reduce	late2cell-8cell
chr18	34600000	34620000	1	2	raise	late2cell-8cell
chr18	36560000	36580000	3	2	reduce	late2cell-8cell
chr18	42600000	42620000	2	3	raise	late2cell-8cell
chr18	46600000	46620000	1	2	raise	late2cell-8cell
chr18	52940000	52960000	1	2	raise	late2cell-8cell
chr18	57380000	57400000	1	2	raise	late2cell-8cell
chr18	57980000	58000000	1	2	raise	late2cell-8cell
chr18	58500000	58520000	2	3	raise	late2cell-8cell
chr18	61520000	61540000	1	2	raise	late2cell-8cell
chr18	61940000	61960000	1	2	raise	late2cell-8cell
chr18	62980000	63000000	1	2	raise	late2cell-8cell
chr18	63680000	63700000	1	3	raise	late2cell-8cell
chr18	64520000	64540000	1	2	raise	late2cell-8cell
chr18	65780000	65800000	1	2	raise	late2cell-8cell
chr18	66180000	66200000	1	3	raise	late2cell-8cell
chr18	66540000	66560000	2	1	reduce	late2cell-8cell
chr18	67800000	67820000	1	2	raise	late2cell-8cell
chr18	70480000	70500000	1	2	raise	late2cell-8cell
chr18	73220000	73240000	2	1	reduce	late2cell-8cell
chr18	75000000	75020000	1	2	raise	late2cell-8cell
chr18	75620000	75640000	2	1	reduce	late2cell-8cell
chr18	76180000	76200000	3	2	reduce	late2cell-8cell
chr18	80020000	80040000	2	3	raise	late2cell-8cell
chr18	80760000	80780000	1	2	raise	late2cell-8cell
chr18	81960000	81980000	4	2	reduce	late2cell-8cell
chr18	82460000	82480000	2	3	raise	late2cell-8cell
chr19	4260000	4280000	2	1	reduce	late2cell-8cell
chr19	4440000	4460000	2	3	raise	late2cell-8cell
chr19	4760000	4780000	3	2	reduce	late2cell-8cell
chr19	7460000	7480000	1	2	raise	late2cell-8cell
chr19	7640000	7660000	3	2	reduce	late2cell-8cell
chr19	8720000	8740000	2	3	raise	late2cell-8cell
chr19	9620000	9640000	2	1	reduce	late2cell-8cell
chr19	9860000	9880000	1	3	raise	late2cell-8cell
chr19	10660000	10680000	2	1	reduce	late2cell-8cell
chr19	11780000	11800000	1	3	raise	late2cell-8cell
chr19	16800000	16820000	1	2	raise	late2cell-8cell
chr19	18580000	18600000	1	3	raise	late2cell-8cell
chr19	18740000	18760000	2	1	reduce	late2cell-8cell
chr19	18860000	18880000	1	2	raise	late2cell-8cell
chr19	20360000	20380000	3	2	reduce	late2cell-8cell
chr19	21760000	21780000	1	2	raise	late2cell-8cell
chr19	24300000	24320000	1	2	raise	late2cell-8cell
chr19	25340000	25360000	1	2	raise	late2cell-8cell
chr19	27440000	27460000	1	2	raise	late2cell-8cell
chr19	28780000	28800000	2	5	raise	late2cell-8cell
chr19	28940000	28960000	1	3	raise	late2cell-8cell
chr19	29060000	29080000	2	1	reduce	late2cell-8cell
chr19	29520000	29540000	1	2	raise	late2cell-8cell
chr19	34800000	34820000	1	2	raise	late2cell-8cell
chr19	35000000	35020000	1	2	raise	late2cell-8cell
chr19	36100000	36120000	2	3	raise	late2cell-8cell
chr19	36820000	36840000	3	2	reduce	late2cell-8cell
chr19	38220000	38240000	1	2	raise	late2cell-8cell
chr19	39960000	39980000	2	1	reduce	late2cell-8cell
chr19	40260000	40280000	3	2	reduce	late2cell-8cell
chr19	40940000	40960000	2	1	reduce	late2cell-8cell
chr19	44320000	44340000	2	1	reduce	late2cell-8cell
chr19	46900000	46920000	1	2	raise	late2cell-8cell
chr19	53400000	53420000	1	2	raise	late2cell-8cell
chr19	57340000	57360000	1	2	raise	late2cell-8cell
chr19	60460000	60480000	2	3	raise	late2cell-8cell
chrX	5360000	5380000	1	2	raise	late2cell-8cell
chrX	7160000	7180000	2	1	reduce	late2cell-8cell
chrX	8320000	8340000	3	2	reduce	late2cell-8cell
chrX	12360000	12380000	2	3	raise	late2cell-8cell
chrX	24280000	24300000	1	3	raise	late2cell-8cell
chrX	31580000	31600000	2	1	reduce	late2cell-8cell
chrX	32760000	32780000	2	1	reduce	late2cell-8cell
chrX	33360000	33380000	2	1	reduce	late2cell-8cell
chrX	35700000	35720000	3	2	reduce	late2cell-8cell
chrX	37200000	37220000	1	2	raise	late2cell-8cell
chrX	37420000	37440000	2	1	reduce	late2cell-8cell
chrX	38660000	38680000	1	3	raise	late2cell-8cell
chrX	39660000	39680000	2	1	reduce	late2cell-8cell
chrX	56280000	56300000	2	1	reduce	late2cell-8cell
chrX	57700000	57720000	1	2	raise	late2cell-8cell
chrX	60500000	60520000	1	2	raise	late2cell-8cell
chrX	70580000	70600000	1	2	raise	late2cell-8cell
chrX	71640000	71660000	1	2	raise	late2cell-8cell
chrX	74440000	74460000	2	3	raise	late2cell-8cell
chrX	75280000	75300000	1	2	raise	late2cell-8cell
chrX	75680000	75700000	1	2	raise	late2cell-8cell
chrX	78460000	78480000	1	2	raise	late2cell-8cell
chrX	85940000	85960000	2	1	reduce	late2cell-8cell
chrX	94680000	94700000	1	2	raise	late2cell-8cell
chrX	96200000	96220000	1	2	raise	late2cell-8cell
chrX	103460000	103480000	2	1	reduce	late2cell-8cell
chrX	106200000	106220000	1	2	raise	late2cell-8cell
chrX	114580000	114600000	1	3	raise	late2cell-8cell
chrX	134540000	134560000	2	3	raise	late2cell-8cell
chrX	140280000	140300000	1	2	raise	late2cell-8cell
chrX	143080000	143100000	2	3	raise	late2cell-8cell
chrX	144400000	144420000	2	3	raise	late2cell-8cell
chrX	147620000	147640000	2	1	reduce	late2cell-8cell
chrX	149060000	149080000	1	2	raise	late2cell-8cell
chrX	151140000	151160000	2	1	reduce	late2cell-8cell
chrX	152620000	152640000	2	1	reduce	late2cell-8cell
chrX	155120000	155140000	2	3	raise	late2cell-8cell
chrX	162000000	162020000	1	2	raise	late2cell-8cell
chrX	162520000	162540000	1	3	raise	late2cell-8cell
chrX	163180000	163200000	1	2	raise	late2cell-8cell
